  5.575000000000000E+02  2
-1      2   1.184352528130721E-04  7.529985006574979E-05
 -6.770885854650806E+00 -7.358481234055656E+00 -9.711779548104689E-05
  1.462236916466268E+00 -1.345397682900599E+00 -6.972188553232829E-06
-1   4864   2.644659195315899E-08  5.755729177557296E-06
 -6.770890008174521E+00 -7.358472403789176E+00 -1.708873386797402E-05
  2.268608149885444E+00 -2.272333560382785E+00 -1.192095136184298E+00
+1      2   1.184616994050253E-04  7.531105803510214E-05
 -6.770885854650806E+00 -7.358481234055656E+00 -9.711779548104689E-05
 -6.770885854650806E+00 -7.358481234055656E+00 -9.711779548104689E-05
  1.533000000000000E+03  2
-1      2   1.184616994050253E-04  7.531105803510214E-05
 -9.913664008412162E+00  1.280113319165105E+00  2.201499698214616E-03
 -2.547125293274030E-01 -1.971373524219565E+00 -5.661645786526004E-04
-1   4849   2.644659195315899E-08  5.755729177557296E-06
 -9.913600586559006E+00  1.280081255250665E+00  2.239563818588100E-03
 -1.305690903632927E+00 -6.532939185658480E-01  3.002161978887155E-01
+1      2   1.184881459969784E-04  7.532226266945416E-05
 -9.913664008412162E+00  1.280113319165105E+00  2.201499698214616E-03
 -9.913664008412162E+00  1.280113319165105E+00  2.201499698214616E-03
  1.955750000000000E+03  2
-1      2   1.184881459969784E-04  7.532226266945416E-05
  5.663538457546719E+00 -8.243686328936620E+00 -1.946586670803033E-03
  1.637211459931020E+00  1.125376200200158E+00 -6.976169851796477E-05
-1   1960   8.362713201131019E-09  3.921264887042340E-06
  5.663570302599114E+00 -8.243723391475136E+00 -1.884783995733317E-03
  4.889079954387793E-01  2.235490208940096E+00 -6.689052851748463E-01
+1      2   1.184965087101795E-04  7.532580500867039E-05
  5.663538457546719E+00 -8.243686328936620E+00 -1.946586670803033E-03
  5.663538457546719E+00 -8.243686328936620E+00 -1.946586670803033E-03
